ord,TIME,LATITUDE,LONGITUDE,ALTITUDE,VEHICLE_ID,BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,TERM FUEL TRIM BANK 1,FUEL_ECONOMY,LONG TERM FUEL TRIM BANK 2,FUEL_TYPE,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT TERM FUEL TRIM BANK 2,SHORT TERM FUEL TRIM BANK 1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,aqui
582,"1,51E+12",-583.184.915,-3.520.472.841,48,control1,100,89,"55,70","15,70",4,1273,20,"3,28",,,,,34,,,,"8,60",1:31:35,"19,60",MIL is OFF0 codes,,,,
583,"1,51E+12",-583.174.318,-3.520.498.824,46,control1,100,89,"55,30","18,40",4,1255,19,"3,44",,,,,34,,26,,"18,80",1:31:40,"20,40",MIL is OFF0 codes,,,,
584,"1,51E+12",-583.165.593,-3.520.524.664,44,control1,100,89,"54,90","19,60",4,1346,20,"3,56",,,,,34,,26,,"18,80",1:31:44,"20,80",MIL is OFF0 codes,,,,
585,"1,51E+12",-583.155.466,-3.520.549.549,42,control1,100,89,"54,90","18,80",4,1274,29,"3,55",,,,,34,,21,,"18,00",1:31:47,,MIL is OFF0 codes,,,,
586,"1,51E+12",-583.149.651,-3.520.569.695,42,control1,100,89,"54,10","36,50",4,785,35,"3,99",,,,,35,,12,,"2,30",1:31:52,"20,00",MIL is OFF0 codes,,,,
587,"1,51E+12",-583.156.569,-3.520.578.746,40,control1,100,89,"52,50","43,90",4,789,69,"4,77",,,,,35,,12,,"2,30",1:31:56,"21,20",MIL is OFF0 codes,,,,
588,"1,51E+12",-583.162.972,-3.520.569.202,40,control1,100,89,"52,20","83,90",4,1150,23,"13,4",,,,,33,,,,"-5,50",1:32:00,"31,40",MIL is OFF0 codes,,,,
589,"1,51E+12",-583.169.457,-3.520.555.287,42,control1,100,90,"53,30","16,90",4,1049,50,"2,86",,,,,34,,,,"1,60",1:32:04,"17,60",MIL is OFF0 codes,,,,
590,"1,51E+12",-583.178.404,-3.520.552.737,40,control1,100,90,"52,90","37,30",4,781,33,"4,57",,,,,35,,15,,"5,50",1:32:08,"23,10",MIL is OFF0 codes,,,,
591,"1,51E+12",-583.185.673,-3.520.565.894,40,control1,100,90,"52,50","41,60",4,780,18,"4,7",,,,,35,,16,,"-1,60",1:32:12,"21,60",MIL is OFF0 codes,,,,
592,"1,51E+12",-583.202.445,-3.520.567.463,40,control1,100,90,"50,60","19,60",4,1174,26,"3,29",,,,,35,,10,,"2,30",1:32:16,"19,60",MIL is OFF0 codes,,,,
593,"1,51E+12",-583.215.515,-3.520.562.806,38,control1,100,90,"51,00","31,40",4,764,59,"3,94",,,,,35,,9,,"4,70",1:32:20,"20,40",MIL is OFF0 codes,,,,
594,"1,51E+12",-583.185.728,-3.520.564.788,57,control2,100,99,"55,30","68,20",4,1836,44,"20,56",,,,,34,,15,,"0,00",1:34:39,"33,70",MIL is OFF0 codes,,,,
595,"1,51E+12",-583.181.478,-3.520.554.968,52,control2,100,99,"56,50","69,80",4,1340,61,"14,22",,,,,33,,15,,"2,30",1:34:46,"31,40",MIL is OFF0 codes,,,,
596,"1,51E+12",-583.179.577,-3.520.538.049,51,control2,100,98,"57,60","76,10",4,1359,69,"14,84",,,,,33,,22,,"-7,00",1:34:50,"31,80",MIL is OFF0 codes,,,,
597,"1,51E+12",-583.182.625,-3.520.518.044,49,control2,100,98,"58,40","87,80",4,2061,30,"27,61",,,,,33,,28,,"-6,20",1:34:54,"36,10",MIL is OFF0 codes,,,,
598,"1,51E+12",-583.191.935,-3.520.489.354,48,control2,100,97,"58,80","84,70",4,1412,83,"19,3",,,,,33,,34,,"3,90",1:34:58,"33,70",MIL is OFF0 codes,,,,
599,"1,51E+12",-583.202.831,-3.520.458.915,48,control2,100,96,"59,20","100,00",4,1769,79,"26,3",,,,,33,,44,,"3,10",1:35:02,"36,90",MIL is OFF0 codes,,,,
600,"1,51E+12",-583.219.205,-3.520.419.638,48,control2,100,95,"59,60","17,30",4,1757,61,"9,57",,,,,33,,48,,"5,50",1:35:06,"29,40",MIL is OFF0 codes,,,,
601,"1,51E+12",-58.323.554,-3.520.375.148,47,control2,100,94,"58,80","72,90",4,1658,39,"15,72",,,,,33,,52,,"3,10",1:35:10,"31,80",MIL is OFF0 codes,,,,
602,"1,51E+12",-583.255.016,-352.032.693,45,control2,100,93,"58,00","54,10",4,1448,19,"11,72",,,,,33,,55,,"10,90",1:35:14,"29,80",MIL is OFF0 codes,,,,
603,"1,51E+12",-583.282.113,-352.027.834,44,control2,100,93,"57,30","33,30",4,1543,40,"8,56",,,,,33,,56,,"10,20",1:35:18,"27,50",MIL is OFF0 codes,,,,
604,"1,51E+12",-583.317.126,-3.520.234.735,43,control2,100,92,"56,50","49,80",4,1538,42,"11,57",,,,,33,,57,,"7,00",1:35:22,"29,80",MIL is OFF0 codes,,,,
605,"1,51E+12",-583.352.164,-3.520.191.068,42,control2,100,91,"56,10","51,00",4,1559,38,"11,84",,,,,33,,57,,"-0,80",1:35:26,"29,80",MIL is OFF0 codes,,,,
606,"1,51E+12",-583.387.397,-3.520.145.801,42,control2,100,90,"55,70","45,50",4,1552,35,"10,22",,,,,33,,56,,"6,20",1:35:30,"29,00",MIL is OFF0 codes,,,,
607,"1,51E+12",-583.424.511,-3.520.100.227,42,control2,100,89,"54,90","40,80",4,1525,37,"9,17",,,,,33,,55,,"4,70",1:35:34,"27,80",MIL is OFF0 codes,,,,
608,"1,51E+12",-583.457.549,-3.520.057.208,37,control2,100,88,"54,90","42,00",4,1498,19,"9,15",,,,,33,,53,,"4,70",1:35:38,"27,50",MIL is OFF0 codes,,,,
609,"1,51E+12",-583.489.474,-3.520.014.894,39,control2,100,87,"54,50","16,50",4,1439,44,"3,99",,,,,34,,54,,"13,30",1:35:42,"21,20",MIL is OFF0 codes,,,,
610,"1,51E+12",-583.524.056,-3.519.969.872,35,control2,100,87,"54,10","50,60",4,1524,36,"11,86",,,,,33,,59,,"6,20",1:35:46,"29,80",,,,,
611,"1,51E+12",-583.556.101,-3.519.924.766,34,control2,100,86,"54,10","17,30",4,1622,19,"4,19",,,,,34,,58,,"0,00",1:35:50,"22,00",,,,,
612,"1,51E+12",-583.590.425,-3.519.878.033,33,control2,100,85,"53,70","18,00",4,1575,19,"4,29",,,,,34,,55,,"0,00",1:35:54,"21,60",,,,,
613,"1,51E+12",-583.624.054,-3.519.836.408,34,control2,100,84,"53,30","42,70",4,1492,32,"9,41",,,,,34,,52,,"6,20",1:35:58,"28,60",MIL is OFF0 codes,,,,
614,"1,51E+12",-583.662.386,-3.519.790.818,32,control2,100,83,"53,30","40,40",4,1742,20,"10,64",,,,,,,49,,"0,00",1:36:02,"29,00",MIL is OFF0 codes,,,,
615,"1,51E+12",-583.695.833,-351.975.319,33,control2,100,83,"52,90","18,00",4,1563,23,"4,02",,,,,34,,42,,"4,70",1:36:06,"20,40",MIL is OFF0 codes,,,,
616,"1,51E+12",-583.727.095,-351.972.718,32,control2,100,82,"52,50","23,90",4,2021,67,"7,92",,,,,33,,,,"3,10",1:36:10,"28,20",MIL is OFF0 codes,,,,
617,"1,51E+12",-583.759.064,-3.519.699.733,34,control2,100,81,"53,30","98,80",4,2299,21,"34,59",,,,,33,,53,,"3,90",1:36:14,"38,00",MIL is OFF0 codes,,,,
618,"1,51E+12",-583.802.134,-3.519.669.896,32,control2,100,81,"54,10","60,80",4,1808,48,"15,75",,,,,33,,56,,"-7,80",1:36:18,"31,80",MIL is OFF0 codes,,,,
619,"1,51E+12",-583.848.629,-3.519.635.505,31,control2,100,81,"54,10","47,80",4,1870,19,"12,34",,,,,33,,54,,"-3,10",1:36:22,"30,20",MIL is OFF0 codes,,,,
620,"1,51E+12",-583.893.841,-3.519.603.985,33,control2,100,81,"54,10","18,00",4,2449,19,"7,08",,,,,33,,45,,"0,00",1:36:26,"25,90",MIL is OFF0 codes,,,,
621,"1,51E+12",-583.934.695,-3.519.575.754,36,control2,100,80,"53,70","19,20",4,2130,34,"6,23",,,,,33,,38,,"0,00",1:36:30,"24,70",MIL is OFF0 codes,,,,
622,"1,51E+12",-583.969.427,-3.519.552.045,33,control2,100,80,"53,70","89,00",4,1953,90,"29,66",,,,,33,,48,,"0,80",1:36:34,"38,40",MIL is OFF0 codes,,,,
623,"1,51E+12",-584.007.501,-3.519.529.765,36,control2,100,79,"54,90","98,00",4,2424,76,"14,28",,,,,33,,48,,"-1,60",1:36:38,"29,40",MIL is OFF0 codes,,,,
624,"1,51E+12",-584.052.524,-351.951.681,38,control2,100,79,"55,30","96,90",4,1587,68,"22,37",,,,,32,,46,,"-3,90",1:36:42,"34,90",MIL is OFF0 codes,,,,
625,"1,51E+12",-584.098.587,-3.519.510.315,40,control2,100,80,"55,70","85,50",4,2266,51,"28,2",,,,,32,,45,,"-7,80",1:36:47,"35,70",MIL is OFF0 codes,,,,
626,"1,51E+12",-584.143.103,-3.519.509.526,42,control2,100,80,"56,50","51,80",4,2195,45,"16,98",,,,,33,,42,,"-3,10",1:36:50,"32,20",MIL is OFF0 codes,,,,
627,"1,51E+12",-584.186.946,-3.519.511.265,45,control2,100,80,"56,10","55,70",4,2124,40,"8,32",,,,,33,,44,,"5,50",1:36:55,"25,90",MIL is OFF0 codes,,,,
628,"1,51E+12",-584.230.523,-3.519.514.735,45,control2,100,80,"55,70","46,70",4,1554,40,"10,7",,,,,33,,52,,"0,00",1:36:59,"29,80",MIL is OFF0 codes,,,,
629,"1,51E+12",-584.280.038,-3.519.530.814,42,control2,100,81,"55,70","20,00",4,1770,20,"4,78",,,,,33,,54,,"0,00",1:37:03,"22,70",MIL is OFF0 codes,,,,
630,"1,51E+12",-584.323.237,-3.519.559.691,44,control2,100,81,"54,90","17,30",4,1799,20,"4,72",,,,,33,,51,,"3,10",1:37:07,"22,70",MIL is OFF0 codes,,,,
631,"1,51E+12",-584.361.602,-3.519.599.969,41,control2,100,81,"54,10","20,00",4,1671,21,"4,03",,,,,34,,41,,"10,20",1:37:11,"21,20",MIL is OFF0 codes,,,,
632,"1,51E+12",-584.381.779,-3.519.638.071,41,control2,100,80,"53,30","20,00",4,1879,19,"5,65",,,,,33,,32,,"0,00",1:37:15,"23,90",MIL is OFF0 codes,,,,
633,"1,51E+12",-584.400.411,-3.519.665.173,43,control2,100,80,"52,20","53,70",4,1553,24,"12,47",,,,,33,,37,,"-1,60",1:37:19,"30,20",MIL is OFF0 codes,,,,
634,"1,51E+12",-584.433.316,-3.519.665.015,44,control2,100,80,"52,50","100,00",4,1279,64,"18,55",,,,,33,,42,,"-7,80",1:37:23,"34,10",MIL is OFF0 codes,,,,
635,"1,51E+12",-584.460.945,-351.969.609,44,control2,100,81,"53,30","79,20",4,1476,51,"16,85",,,,,32,,47,,"-4,70",1:37:27,"32,50",MIL is OFF0 codes,,,,
636,"1,51E+12",-584.491.776,-3.519.730.681,44,control2,100,81,"53,70","57,60",4,1619,45,"14,38",,,,,33,,50,,"-10,20",1:37:31,"31,00",MIL is OFF0 codes,,,,
637,"1,51E+12",-584.523.709,-3.519.768.424,45,control2,100,81,"53,70","49,00",4,1699,18,"9,44",,,,,33,,49,,"-5,50",1:37:35,"27,80",MIL is OFF0 codes,,,,
638,"1,51E+12",-584.557.993,-3.519.806.929,45,control2,100,81,"53,70","18,00",4,1619,43,"4,22",,,,,33,,49,,"0,00",1:37:39,"22,40",MIL is OFF0 codes,,,,
639,"1,51E+12",-584.589.952,-351.984.297,42,control2,100,81,"53,70","64,30",4,1684,20,"16,12",,,,,33,,53,,"-0,80",1:37:43,"31,80",MIL is OFF0 codes,,,,
640,"1,51E+12",-584.626.143,-3.519.882.987,39,control2,100,81,"53,70","19,60",4,1783,19,"5,44",,,,,33,,48,,"0,00",1:37:47,"23,10",MIL is OFF0 codes,,,,
641,"1,51E+12",-584.658.755,-3.519.920.418,40,control2,100,81,"53,70","18,40",4,1511,42,"3,92",,,,,33,,40,,"0,00",1:37:51,"21,60",MIL is OFF0 codes,,,,
642,"1,51E+12",-584.686.655,-3.519.952.673,41,control2,100,81,"53,70","70,60",4,1345,19,"13,87",,,,,33,,40,,"4,70",1:37:55,"31,00",MIL is OFF0 codes,,,,
643,"1,51E+12",-584.713.542,-3.519.985.926,40,control2,100,81,"52,90","20,00",4,1149,34,"3,58",,,,,34,,17,,"1,60",1:37:59,"18,00",MIL is OFF0 codes,,,,
644,"1,51E+12",-584.730.863,-3.520.006.532,40,control2,100,81,"49,80","36,90",4,817,33,"3,95",,,,,34,,0,,"-2,30",1:38:03,,MIL is OFF0 codes,,,,
645,"1,51E+12",-584.730.863,-3.520.006.532,40,control2,100,81,"49,00","40,80",4,801,32,"4,47",,,,,35,,0,,,1:38:07,"20,80",MIL is OFF0 codes,,,,
646,"1,51E+12",-584.730.863,-3.520.006.532,40,control2,100,82,"49,40","38,00",4,802,33,"4,27",,,,,35,,0,,"0,80",1:38:11,"20,80",MIL is OFF0 codes,,,,
647,"1,51E+12",-584.730.863,-3.520.006.532,40,control2,100,82,"49,80","40,00",4,795,32,"4,21",,,,,35,,0,,"-2,30",1:38:15,"20,80",MIL is OFF0 codes,,,,
648,"1,51E+12",-584.730.863,-3.520.006.532,40,control2,100,82,"50,20","38,40",4,798,32,"4,43",,,,,35,,0,,"2,30",1:38:19,"20,40",MIL is OFF0 codes,,,,
649,"1,51E+12",-584.730.863,-3.520.006.532,40,control2,,83,"50,60","38,40",4,798,34,"4,29",,,,,35,,0,,"2,30",1:38:23,"20,40",MIL is OFF0 codes,,,,
650,"1,51E+12",-584.730.863,-3.520.006.532,40,control2,100,83,"50,60","37,60",4,798,33,"4,23",,,,,35,,0,,"-2,30",1:38:27,"20,40",MIL is OFF0 codes,,,,
651,"1,51E+12",-584.730.863,-3.520.006.532,40,control2,100,83,"51,00","40,80",4,797,23,,,,,,33,,19,,"-1,60",1:38:31,"30,20",MIL is OFF0 codes,,,,
652,"1,51E+12",-584.736.233,-3.520.011.499,39,control2,100,83,"52,20","36,50",4,1728,57,"9,48",,,,,33,,23,,"4,70",1:38:35,"27,80",MIL is OFF0 codes,,,,
653,"1,51E+12",-584.756.823,-3.520.021.658,42,control2,100,82,"52,20","96,90",4,2235,82,"36,12",,,,,32,,35,,"1,60",1:38:39,"39,20",MIL is OFF0 codes,,,,
654,"1,51E+12",-584.780.822,-3.520.001.951,41,control2,100,82,"53,70","100,00",4,1914,32,"29,83",,,,,32,,44,,"-7,80",1:38:43,"37,30",MIL is OFF0 codes,,,,
655,"1,51E+12",-584.810.606,-3.519.973.117,36,control2,100,83,"54,10","18,80",4,2110,37,"5,9",,,,,33,,33,,"0,00",1:38:47,"23,90",MIL is OFF0 codes,,,,
656,"1,51E+12",-584.841.718,-3.519.952.961,36,control2,100,83,"53,70","100,00",4,1586,100,"30,14",,,,,33,,43,,"8,60",1:38:51,"41,60",MIL is OFF0 codes,,,,
657,"1,51E+12",-584.872.157,-3.519.970.876,37,control2,100,84,"55,30","100,00",4,2257,83,"40,38",,,,,32,,48,,"0,00",1:38:55,"81,20",MIL is OFF0 codes,,,,
658,"1,51E+12",-584.908.976,-352.000.471,37,control2,100,84,"55,70","100,00",4,1623,82,"24,91",,,,,32,,50,,"5,50",1:38:59,"36,50",MIL is OFF0 codes,,,,
659,"1,51E+12",-584.949.351,-3.520.039.812,38,control2,100,84,"56,10","99,20",4,1700,38,"23,18",,,,,32,,48,,"-12,50",1:39:03,"34,50",MIL is OFF0 codes,,,,
660,"1,51E+12",-584.984.302,-3.520.062.384,37,control2,100,84,"55,70","17,60",4,1299,21,"3,43",,,,,32,,43,,"7,00",1:39:07,"20,00",MIL is OFF0 codes,,,,
661,"1,51E+12",-585.019.753,-3.520.092.799,38,control2,100,84,"55,30","64,30",4,1197,43,"10,81",,,,,32,,46,,"7,00",1:39:11,"29,40",MIL is OFF0 codes,,,,
662,"1,51E+12",-585.055.172,-3.520.124.712,41,control2,100,84,"54,90","18,80",4,1289,29,"3,43",,,,,33,,46,,"6,20",1:39:15,"18,80",MIL is OFF0 codes,,,,
663,"1,51E+12",-585.091.397,-3.520.154.692,44,control2,100,84,"54,50","15,70",4,1553,39,"8,25",,,,,33,,49,,"1,60",1:39:19,"29,00",MIL is OFF0 codes,,,,
664,"1,51E+12",-585.129.578,-3.520.184.662,43,control2,100,84,"54,50","27,80",4,1653,36,"3,96",,,,,32,,50,,"0,00",1:39:23,"22,00",MIL is OFF0 codes,,,,
665,"1,51E+12",-585.168.272,-3.520.216.341,43,control2,100,84,"54,10","51,40",4,1684,48,"14,46",,,,,32,,53,,"-3,90",1:39:27,"31,40",MIL is OFF0 codes,,,,
666,"1,51E+12",-585.209.824,-3.520.247.624,44,control2,100,83,"54,10","16,10",4,1713,20,"4,56",,,,,32,,39,,"3,90",1:39:31,"22,00",MIL is OFF0 codes,,,,
667,"1,51E+12",-585.278.362,-3.520.282.446,43,control2,100,83,"53,30","17,60",4,1706,91,"4,22",,,,,32,,38,,"3,90",1:39:35,"22,00",MIL is OFF0 codes,,,,
668,"1,51E+12",-585.307.311,-3.520.242.503,42,control2,100,83,"53,30","100,00",4,2057,21,"36,1",,,,,31,,51,,"-3,10",1:39:39,"42,00",MIL is OFF0 codes,,,,
669,"1,51E+12",-585.339.506,-3.520.197.683,41,control2,100,83,"54,50","90,20",4,1710,65,"22,87",,,,,31,,56,,"-2,30",1:39:43,"34,90",MIL is OFF0 codes,,,,
670,"1,51E+12",-585.373.031,-3.520.151.394,41,control2,100,83,"54,90","67,80",4,1870,50,19,,,,,31,,57,,"0,00",1:39:47,"32,90",MIL is OFF0 codes,,,,
671,"1,51E+12",-585.407.147,-3.520.103.428,38,control2,100,83,"54,90","48,20",4,1912,18,"12,38",,,,,32,,55,,"-2,30",1:39:51,"29,80",MIL is OFF0 codes,4300,"70,60","1,00",
672,"1,51E+12",-585.444.675,-352.006.418,41,control2,100,83,"54,90","29,80",4,1804,24,"8,21",,,,,32,,53,,"0,00",1:39:55,"27,10",MIL is OFF0 codes,4300,"74,90","1,00",
673,"1,51E+12",-585.480.393,-3.520.022.659,42,control2,100,83,"54,50","17,60",4,1765,34,"4,64",,,,,32,,51,,"0,00",1:39:59,"22,40",MIL is OFF0 codes,4300,"63,50","1,00",
674,"1,51E+12",-585.511.066,-3.519.976.105,40,control2,100,83,"54,10","35,70",4,1716,19,"8,1",,,,,32,,50,,"0,00",1:40:03,"26,70",MIL is OFF0 codes,,,,
675,"1,51E+12",-585.546.405,-3.519.943.118,35,control2,100,83,"54,10","49,80",4,1626,40,"13,09",,,,,32,,52,,"-0,80",1:40:07,"30,60",MIL is OFF0 codes,4300,"72,50","1,00",
676,"1,51E+12",-5.855.775,-3.519.901.198,40,control2,100,82,"53,70","47,80",4,1748,32,"11,88",,,,,32,,51,,"-3,90",1:40:11,"29,00",MIL is OFF0 codes,4300,"71,00","1,00",
677,"1,51E+12",-585.607.954,-3.519.862.861,36,control2,100,82,"53,70","30,60",4,1697,30,"7,52",,,,,32,,48,,"1,60",1:40:15,"26,30",MIL is OFF0 codes,4300,"74,10","1,00",
678,"1,51E+12",-585.634.403,-3.519.821.727,38,control2,100,82,"53,30","35,70",4,1651,24,"9,64",,,,,32,,51,,"4,70",1:40:19,"29,00",MIL is OFF0 codes,4300,"71,80","1,00",
679,"1,51E+12",-585.668.572,-3.519.778.615,36,control2,100,82,"53,30","18,00",4,1697,38,"4,56",,,,,32,,53,,"1,60",1:40:23,"22,00",MIL is OFF0 codes,4300,"63,10","1,00",
680,"1,51E+12",-58.569.957,-3.519.730.376,32,control2,100,82,"52,90","40,80",4,1793,24,"10,64",,,,,32,,54,,"4,70",1:40:27,"29,00",MIL is OFF0 codes,4300,"71,80","1,00",
681,"1,51E+12",-585.731.325,-3.519.690.813,28,control2,100,82,"52,90","17,60",4,1748,29,"4,64",,,,,32,,51,,"1,60",1:40:31,"22,40",MIL is OFF0 codes,,,,
682,"1,51E+12",-585.762.829,-3.519.649.945,24,control2,100,82,"52,90","33,70",4,1687,21,"8,24",,,,,32,,49,,"4,70",1:40:35,"27,10",MIL is OFF0 codes,,,,
683,"1,51E+12",-585.793.976,-3.519.610.493,27,control2,100,82,"52,90","31,80",4,1640,38,"7,69",,,,,,,49,,"-1,60",1:40:39,"26,30",MIL is OFF0 codes,,,,
684,"1,51E+12",-585.821.649,-351.957.157,28,control2,100,82,"53,30","47,80",4,1644,57,"14,18",,,,,32,,53,,"0,00",1:40:43,"31,00",MIL is OFF0 codes,,,,
685,"1,51E+12",-585.855.146,-3.519.534.192,25,control2,100,82,"53,30","69,80",4,1788,19,"18,55",,,,,31,,55,,"-11,70",1:40:47,"32,50",MIL is OFF0 codes,,,,
686,"1,51E+12",-585.881.318,-3.519.492.528,21,control2,100,82,"53,70","18,00",4,1769,30,"4,71",,,,,,,51,,"0,00",1:40:51,"22,40",MIL is OFF0 codes,,,,
687,"1,51E+12",-585.916.725,-351.946.056,16,control2,100,82,"53,30","37,60",4,1683,31,"9,35",,,,,32,,50,,"6,20",1:40:55,"27,80",MIL is OFF0 codes,,,,
688,"1,51E+12",-585.948.953,-3.519.423.222,17,control2,100,82,"53,30","17,30",4,1670,55,"4,26",,,,,32,,49,,"0,00",1:40:59,"22,00",MIL is OFF0 codes,,,,
689,"1,51E+12",-585.977.618,-3.519.384.656,16,control2,100,82,"53,30","20,40",4,1635,21,"4,49",,,,,32,,38,,"0,00",1:41:03,"22,40",MIL is OFF0 codes,,,,
690,"1,51E+12",-585.995.903,-3.519.360.079,22,control2,100,82,"52,50","23,10",4,1618,21,"4,72",,,,,32,,22,,"1,60",1:41:07,"22,70",MIL is OFF0 codes,,,,
691,"1,51E+12",-586.010.434,-3.519.339.524,26,control2,100,82,"51,80","38,00",4,772,21,"4,2",,,,,33,,18,,"3,10",1:41:11,"20,40",MIL is OFF0 codes,,,,
692,"1,51E+12",-586.018.154,-3.519.321.413,27,control2,100,82,"51,80","30,20",4,1452,66,"11,18",,,,,32,,28,,"8,60",1:41:15,"31,80",MIL is OFF0 codes,,,,
693,"1,51E+12",-586.038.452,-3.519.298.029,28,control2,100,82,"52,90","44,30",4,1757,52,"13,32",,,,,32,,34,,"-6,20",1:41:20,"30,20",,,,,
694,"1,51E+12",-586.061.115,-3.519.266.803,30,control2,100,82,"53,30","73,30",4,1815,43,"19,72",,,,,31,,40,,"-0,80",1:41:23,"33,30",,,,,
695,"1,51E+12",-58.608.373,-3.519.235.371,31,control2,100,82,"53,70","44,70",4,1343,20,"8,3",,,,,32,,39,,"0,80",1:41:28,"26,70",,,,,
696,"1,51E+12",-586.111.121,-3.519.205.273,31,control2,100,82,"53,30","18,80",4,1287,41,"3,4",,,,,32,,36,,"14,80",1:41:32,"20,40",MIL is OFF0 codes,,,,
697,"1,51E+12",-586.133.393,-3.519.175.862,32,control2,100,82,"53,30","38,00",4,1839,19,"10,36",,,,,32,,36,,"0,00",1:41:36,"28,60",MIL is OFF0 codes,,,,
698,"1,51E+12",-586.163.129,-3.519.145.782,30,control2,100,82,"53,30","76,50",4,1803,68,"21,03",,,,,,,44,,"7,00",1:41:39,"34,10",MIL is OFF0 codes,,,,
699,"1,51E+12",-586.193.234,-3.519.113.303,30,control2,100,82,"54,10","59,20",4,2263,20,"9,32",,,,,31,,43,,"3,10",1:41:44,"26,30",MIL is OFF0 codes,,,,
700,"1,51E+12",-58.621.579,-3.519.078.058,29,control2,100,82,"54,10","27,80",4,1402,50,"7,68",,,,,32,,42,,"3,10",1:41:48,"26,30",MIL is OFF0 codes,,,,
701,"1,51E+12",-586.239.805,-3.519.044.644,29,control2,100,82,"54,50","85,50",4,1421,79,"18,09",,,,,31,,47,,"3,10",1:41:52,"32,90",MIL is OFF0 codes,,,,
702,"1,51E+12",-586.270.372,-3.519.005.406,30,control2,100,83,"54,90","76,50",4,1656,20,"18,47",,,,,31,,51,,"0,00",1:41:56,"32,90",MIL is OFF0 codes,,,,
703,"1,51E+12",-58.630.253,-3.518.963.685,30,control2,100,83,"54,90","56,10",4,1399,19,"11,5",,,,,31,,47,,"1,60",1:42:00,"29,80",MIL is OFF0 codes,,,,
704,"1,51E+12",-586.328.006,-3.518.934.005,30,control2,100,83,"53,70","21,20",4,1116,98,"3,49",,,,,32,,41,,"5,50",1:42:04,"18,00",MIL is OFF0 codes,,,,
705,"1,51E+12",-586.358.318,-3.518.899.076,32,control2,100,83,"53,70","100,00",4,1427,59,"24,53",,,,,31,,49,,"6,20",1:42:08,"56,90",MIL is OFF0 codes,,,,
706,"1,51E+12",-58.639.123,-3.518.857.598,32,control2,100,83,"54,10","18,40",4,1346,50,"3,66",,,,,32,,49,,"-1,60",1:42:12,"19,20",MIL is OFF0 codes,,,,
707,"1,51E+12",-58.642.477,-3.518.817.038,31,control2,100,83,"54,10","61,60",4,1374,50,"12,46",,,,,31,,51,,"-3,90",1:42:16,"30,20",MIL is OFF0 codes,,,,
708,"1,51E+12",-586.454.245,-3.518.772.689,31,control2,100,83,"54,10","61,60",4,1434,52,"12,93",,,,,31,,54,,"-2,30",1:42:20,"30,60",MIL is OFF0 codes,,,,
709,"1,51E+12",-586.480.687,-3.518.731.178,32,control2,100,83,"54,10","61,60",4,1507,39,"13,65",,,,,31,,55,,"-2,30",1:42:24,"31,00",MIL is OFF0 codes,,,,
710,"1,51E+12",-586.501.065,-351.868.286,28,control2,100,83,"54,10","52,20",4,1515,51,"11,65",,,,,31,,57,,"0,00",1:42:28,"29,80",MIL is OFF0 codes,,,,
711,"1,51E+12",-586.526.817,-3.518.627.851,30,control2,100,83,"54,10","60,80",4,1570,32,"14,37",,,,,31,,59,,"0,00",1:42:32,"31,00",MIL is OFF0 codes,,,,
712,"1,51E+12",-586.554.106,-3.518.576.732,30,control2,100,82,"54,10","17,60",4,1570,43,"4,12",,,,,31,,55,,"0,00",1:42:36,"21,60",MIL is OFF0 codes,,,,
713,"1,51E+12",-586.581.174,-3.518.525.996,30,control2,100,82,"54,10","53,70",4,1519,25,"11,96",,,,,31,,56,,"6,20",1:42:40,"29,80",MIL is OFF0 codes,,,,
714,"1,51E+12",-58.660.553,-3.518.479.532,35,control2,100,82,"53,70","14,10",4,1740,61,"5,5",,,,,32,,52,,"1,60",1:42:44,"23,10",MIL is OFF0 codes,,,,
715,"1,51E+12",-586.632.604,-3.518.432.285,34,control2,100,82,"53,70","100,00",4,1810,21,"29,99",,,,,31,,55,,"0,80",1:42:48,"38,40",MIL is OFF0 codes,,,,
716,"1,51E+12",-58.665.951,-3.518.390.865,33,control2,100,82,"54,10","19,20",4,1750,21,"4,9",,,,,32,,39,,"3,90",1:42:52,"22,40",MIL is OFF0 codes,,,,
717,"1,51E+12",-586.681.098,-3.518.362.192,36,control2,100,82,"53,70","25,10",4,1778,99,"11,09",,,,,31,,41,,"9,40",1:42:56,"30,60",MIL is OFF0 codes,,,,
718,"1,51E+12",-586.711.606,-3.518.329.395,37,control2,100,82,"54,90","100,00",4,2180,75,"38,29",,,,,31,,46,,"-3,10",1:43:00,"75,70",MIL is OFF0 codes,,,,
719,"1,51E+12",-58.674.471,-3.518.296.893,40,control2,100,82,"55,30","16,50",4,1551,57,9,,,,,31,,44,,"3,90",1:43:04,"29,00",MIL is OFF0 codes,,,,
720,"1,51E+12",-586.777.196,-351.826.979,41,control2,100,83,"55,30","61,60",4,1444,55,"12,93",,,,,31,,43,,"0,00",1:43:08,"30,60",MIL is OFF0 codes,,,,
